instructions.started,instructions.stopped,key_resp_instr.keys,key_resp_instr.rt,key_resp_instr.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,start_set.started,start_set.stopped,key_resp_start_set.keys,key_resp_start_set.rt,key_resp_start_set.duration,study.started,study.stopped,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,study_loop.ran,list_id,theme,study_word,language,timer.started,timer.stopped,distractor.started,distractor.stopped,key_resp.keys,key_resp.rt,key_resp.duration,distractor_loop.thisRepN,distractor_loop.thisTrialN,distractor_loop.thisN,distractor_loop.thisIndex,distractor_loop.ran,problem,correct_resp,start_test.started,start_test.stopped,key_resp_start_test.keys,key_resp_start_test.rt,key_resp_start_test.duration,test.started,test.stopped,key_resp_test.keys,key_resp_test.corr,key_resp_test.rt,key_resp_test.duration,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,test_word,word_type,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,blocks_loop.ran,block_id,study_rows,test_rows,end.started,end.stopped
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,,,,,,,134.359,135.924,left,1.551,,0,3,3,13,1,5 + 6 = 6,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,,,,,,,135.926,138.782,left,2.842,,0,4,4,28,1,17 - 13 = -1,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,,,,,,,138.784,140.559,,,,0,5,5,4,1,19 + 33 = 53,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,3,,,TR,,,,,,,,,,,,,,left,140.56,143.657,space,3.084,,143.666,145.757,right,0,2.078,,0,0,0,4,1,soğuk,critical_lure,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,3,,,TR,,,,,,,,,,,,,,left,,,,,,145.758,146.565,left,1,0.794,,0,1,1,3,1,kağıt,distractor,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,3,,,TR,,,,,,,,,,,,,,right,,,,,,146.567,147.474,right,1,0.897,,0,2,2,0,1,kış,old,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,3,,,TR,,,,,,,,,,,,,,right,,,,,,147.475,148.232,right,1,0.747,,0,3,3,1,1,mont,old,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,3,,,TR,,,,,,,,,,,,,,left,,,,,,148.234,149.373,left,1,1.125,,0,4,4,2,1,bardak,distractor,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,3,24:36,10:15,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,149.374,150.782,space,1.396,,150.789,152.282,0,0,0,0,1,5,sweet,sugar,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
